row_id,column,original_value,injected_value,error_type,error_family
478.0,src,flightview,NA,missing_NA_string,missing_values
489.0,src,flightview,N/A,missing_N/A_string,missing_values
46.0,src,aa,unknown,missing_unknown_string,missing_values
426.0,src,airtravelcenter, ,missing_whitespace,missing_values
1486.0,src,sfo,,missing_nan,missing_values
1913.0,src,quicktrip,N/A,missing_N/A_string,missing_values
1371.0,src,orbitz,,missing_nan,missing_values
941.0,src,flightarrival,,missing_empty_string,missing_values
1182.0,src,usatoday,unknown,missing_unknown_string,missing_values
245.0,src,boston,,missing_empty_string,missing_values
1528.0,src,flytecomm,unknown,missing_unknown_string,missing_values
1092.0,src,foxbusiness,NA,missing_NA_string,missing_values
702.0,src,panynj,,missing_empty_string,missing_values
96.0,src,helloflight,NA,missing_NA_string,missing_values
2291.0,src,flightaware,N/A,missing_N/A_string,missing_values
871.0,src,flights,unknown,missing_unknown_string,missing_values
1812.0,src,flylouisville,N/A,missing_N/A_string,missing_values
138.0,src,helloflight, ,missing_whitespace,missing_values
1280.0,src,myrateplan, ,missing_whitespace,missing_values
353.0,src,airtravelcenter,unknown,missing_unknown_string,missing_values
995.0,src,travelocity,N/A,missing_N/A_string,missing_values
1662.0,src,wunderground,,missing_empty_string,missing_values
974.0,src,flightwise,NA,missing_NA_string,missing_values
1792.0,src,flylouisville,,missing_nan,missing_values
1497.0,src,flytecomm,NA,missing_NA_string,missing_values
993.0,src,travelocity, ,missing_whitespace,missing_values
1757.0,src,ua,NA,missing_NA_string,missing_values
2176.0,src,gofox,,missing_nan,missing_values
2300.0,src,flightaware,N/A,missing_N/A_string,missing_values
800.0,src,dfw, ,missing_whitespace,missing_values
1271.0,src,myrateplan, ,missing_whitespace,missing_values
70.0,src,helloflight,,missing_empty_string,missing_values
2368.0,src,world-flight-tracker,NA,missing_NA_string,missing_values
386.0,src,airtravelcenter,N/A,missing_N/A_string,missing_values
1400.0,src,orbitz,,missing_empty_string,missing_values
1855.0,src,flylouisville,,missing_empty_string,missing_values
1953.0,src,allegiantair,,missing_empty_string,missing_values
1053.0,src,travelocity, ,missing_whitespace,missing_values
1159.0,src,foxbusiness,unknown,missing_unknown_string,missing_values
718.0,src,panynj, ,missing_whitespace,missing_values
1795.0,src,flylouisville,unknown,missing_unknown_string,missing_values
1758.0,src,flylouisville, ,missing_whitespace,missing_values
1054.0,src,travelocity,,missing_nan,missing_values
1660.0,src,ord, ,missing_whitespace,missing_values
1799.0,src,flylouisville,,missing_nan,missing_values
1502.0,src,flytecomm,NA,missing_NA_string,missing_values
1097.0,src,foxbusiness,N/A,missing_N/A_string,missing_values
447.0,src,flightview,NA,missing_NA_string,missing_values
1066.0,src,travelocity,,missing_nan,missing_values
1935.0,src,quicktrip,,missing_empty_string,missing_values
1283.0,src,myrateplan,unknown,missing_unknown_string,missing_values
1633.0,src,mytripandmore,,missing_empty_string,missing_values
792.0,src,mia,,missing_empty_string,missing_values
